name,POS,lexical_function,targets,example,group_id
creuser,verbe,A_2,['creusé'],"...manche, il en a assez des discours, la fatigue creuse son visage, il est plus las qu’agacé, soucieux de retrouver ailleurs, au fond...",creuser||verbe||A_2
air,nom,A_2,['sur'],"Un air de musique a jailli soudain, de l’autre côté de la place d’appel. Un air d’accordéon,...",air||nom||A_2
accusation,nom,A_2,"['en butte', 'visé']",...voulait tuer les mineurs. Je lançai de semblables accusations quand nous nous rendîmes dans les mines de La Mure.,accusation||nom||A_2
erreur,nom,A_2,['erroné'],"...mis un point d’honneur à faire le trajet sans erreur ni hésitation : je ne pouvais pas grand-chose mais être un bon chauffeur, c’était...",erreur||nom||A_2
emprise,nom,A_2,['sous'],"...sais qu’ils n’échappent pas tous, hélas, à l’emprise du stupide et hargneux puritanisme qui entretient l’enfant et l’adolescent systématiquement...",emprise||nom||A_2
poison,nom,A_2,['empoisonné'],...soustraire à l’exécution le condamné absorba du poison. Mais il fut remis sur pied.,poison||nom||A_2
déprimer,verbe,A_2,['déprimé'],"...l’appétit, nos conversations désabusées, loin de me déprimer, me revigoraient.",déprimer||verbe||A_2
émouvoir,verbe,A_2,['ému'],"...déclarent 2002 «année de l’hirondelle », afin d’émouvoir un public de plus en plus insensible, aseptisé. En 2002, leurs vrais amis volent...",émouvoir||verbe||A_2
exposer,verbe,A_2,['exposé'],"Jean-Michel S., de Nancy, expose au château fort de Jaulny sa collection de produits de beauté et parfumerie,...",exposer||verbe||A_2
épreuve,nom,A_2,['éprouvé'],"...ait du bonheur, elle a eu plus que son lot d’épreuves et de malheurs.",épreuve||nom||A_2
illustrer,verbe,A_2,['illustré'],"...il s’associe à la galerie Maeght et vient d’illustrer la Description d’un combat , de Kafka.",illustrer||verbe||A_2
serrer,verbe,A_2,['serré'],Je serre avec ma main gauche la hampe de cuivre à laquelle je suis attachée par une ceinture...,serrer||verbe||A_2
menotte,nom,A_2,['menotté'],...chef donne l’ordre qu’on m’accroche par la menotte au radiateur et il me gratifie d’un coup de bibine et d’un casse-dalle saucisson...,menotte||nom||A_2
dominer,verbe,A_2,['dominé'],...profit des enfants des pays qu’ils dominaient.,dominer||verbe||A_2
exercer,verbe,A_2,['exercé'],...employée dans une administration publique et qui y exerce une fonction permanente.,exercer||verbe||A_2
menacer,verbe,A_2,['menacé'],"...messe, nos ancêtres, se sentant méprisés, l’avaient menacé de représailles.",menacer||verbe||A_2
béton,nom,A_2,['bétonné'],...entreprise. La mise en place de bordures en béton ainsi que d’un tapis d’enrobé vont en faciliter l’accès.,béton||nom||A_2
conservation,nom,A_2,['conservé'],"...signe d’une mauvaise qualité ou d’une mauvaise conservation, la cristallisation, aussi appelé « givre », est au contraire l’indice d’une...",conservation||nom||A_2
exploiter,verbe,A_2,['exploité'],"...désormais d’être employée à plein temps : il exploite à grande échelle des champs pétrolifères en Roumanie. Lucratif commerce, grosse...",exploiter||verbe||A_2
faute,nom,A_2,['fautif'],...procédure prud’homale (car on vous licencie pour faute grave et vous contestez ce licenciement) et la procédure au pénal (car vous...,faute||nom||A_2
tache,nom,A_2,['taché'],...pincée de sel fait disparaître la regrettable tache de vin sur la nappe blanche.,tache||nom||A_2
cousu main,nom,A_2,['cousu main'],...restés fidèles aux techniques traditionnelles du cousu main. Le principe de fabrication des chaussures cousues consiste à relier par une...,cousu main||nom||A_2
connaître,verbe,A_2,['connu'],...mouche. Détail que seul l’auteur du crime peut connaître et donc donner.,connaître||verbe||A_2
pouvoir,nom,A_2,['sous'],"Alors, quand tout sera sous le pouvoir du Fils, il se mettra lui-même sous le pouvoir du Père qui lui aura tout soumis,...",pouvoir||nom||A_2
éblouir,verbe,A_2,['ébloui'],...d’un air dolent et un éclair de magnésium les éblouit.,éblouir||verbe||A_2
enfer,nom,A_2,['damné'],"...autour de lui qui chantent le cantique de l’Enfer ? Pourquoi l’Enfer ? Le Purgatoire, je ne dis pas, mais l’Enfer !",enfer||nom||A_2
plage,nom,A_2,['de'],"...ping-pong, au badminton ou à saute-mouton, sur les plages de Lavasina, de Miomo ou de Toga, à la sortie nord de Bastia.",plage||nom||A_2
remplir,verbe,A_2,['rempli'],"...linge, et des ballons bleus, blancs, rouges remplissent les fenêtres.",remplir||verbe||A_2
localisation,nom,A_2,['localisé'],"...d’adapter la production électrique — et leur localisation, puisque plus la source est éloignée du lieu de consommation, plus il y a de...",localisation||nom||A_2
glacer,verbe,A_2,['glacé'],"...malgré mes vêtements de fourrure, commence à me glacer le corps.",glacer||verbe||A_2
pollution,nom,A_2,['polluant'],"...hier (mardi 5 juin 2007) dans le Gave. Cette pollution a fait suite à l’accident d’un camion espagnol, au niveau du Fort du Portalet...",pollution||nom||A_2
aveugler,verbe,A_2,['aveugle'],"La course vers le profit imminent a aveuglé les patrons pêcheurs et leurs complices, qui préfèrent s’adonner à la pêche...",aveugler||verbe||A_2
miel,nom,A_2,"['mellifère', 'mellifique']",...apporte du lait chaud qu’elle sucre avec du miel et nous fourre sous un gros édredon rouge en nous plaignant de tout son cœur...,miel||nom||A_2
peur,nom,A_2,"['épeurant', 'effrayant']","...la belle-mère du ministre. Tout le monde a peur des belles-mères de ministres, y compris les ministres. Cela marche formidablement...",peur||nom||A_2
blague,nom,Able_1,['blagueur'],"...parce que ça me paraissait super drôle comme blague. Seulement les copains, eux, ça les a pas fait rire du tout. J’étais encore...",blague||nom||Able_1
détruire,verbe,Able_1,['destructif'],...utiliser les armes lourdes. Nous ne voulons pas détruire ce bâtiment.,détruire||verbe||Able_1
russe,nom,Able_1,['russophone'],D’abord le russe n’est pas vraiment la langue de son enfance (c’était plutôt le yiddish qu’on...,russe||nom||Able_1
guérir,verbe,Able_1,['guérissant'],...accélérer l’apprentissage des langues vivantes ou guérir des troubles psychiques.,guérir||verbe||Able_1
sport,nom,Able_1,['sportif'],L’escrime est un sport quand on le pratique avec masques et fleurets mouchetés.,sport||nom||Able_1
compenser,verbe,Able_1,['compensatoire'],...Jean-Louis Bruguière. [...] Une stratégie qui compense le manque de moyens. Les services français de lutte antiterroriste se partagent...,compenser||verbe||Able_1
exploser,verbe,Able_1,['explosible'],"...trop court, l’objet roula devant les sacs et explosa, des débris de terre et de cailloux volèrent par-dessus les têtes, des débris...",exploser||verbe||Able_1
peur,nom,Able_1,['peureux'],"...la belle-mère du ministre. Tout le monde a peur des belles-mères de ministres, y compris les ministres. Cela marche formidablement...",peur||nom||Able_1
astuce,nom,Able_1,['astucieux'],"...beauté, nous dévoile ses secrets de « pro », ses astuces irrésistibles pour soigner, travailler le cheveu, s’amuser, et inaugure toute...",astuce||nom||Able_1
sale,adjectif,Able_1,['salissant'],"...de peinture. Si votre papier peint est trop sale ou trop gras, il est préférable de l’enlever, la peinture ne tiendrait pas,...",sale||adjectif||Able_1
attirer,verbe,Able_1,['attractif'],...spectacle itinérant baptisé « Rêves de ville » a attiré des spectateurs venus de toute la bourgade.,attirer||verbe||Able_1
phobie,nom,Able_1,['phobique'],J’avais minimisé sa phobie de la mort.,phobie||nom||Able_1
voyager,verbe,Able_1,['voyageur'],"Roger voyageait depuis dix jours, par un temps épouvantable, passant de dîners d’affaires en...",voyager||verbe||Able_1
chipoter,verbe,Able_1,['chipoteur'],"Malheureusement, tandis que nous chipotions dans nos assiettes, les enfants ne décollaient pas du vivoir, attendant Gonzague...",chipoter||verbe||Able_1
déplacement,nom,Able_1,['mobile'],"...est du temps. Temps de l’infime et fulgurant déplacement des photons lancés, à la vitesse de la lumière, à la rencontre du contact argentique.",déplacement||nom||Able_1
tenter,verbe,Able_1,"['tentant', 'tentateur']","...la table commence par sa déco. Laissez-vous tenter par cette ménagère, vous avez sûrement les assiettes qui vont avec.",tenter||verbe||Able_1
charité,nom,Able_1,['charitable'],"...tâche très à cœur, mais l’absence complète de charité et de solidarité l’effare.",charité||nom||Able_1
dommage,nom,Able_1,['dommageable'],"Puis comme elle s’était inquiétée des dommages causés aux plantes aquatiques par les tortues d’eau qui infestaient les bassins,...",dommage||nom||Able_1
écœurer,verbe,Able_1,['écœurant'],"...rassurent. Je ne mange pas de bonbons, ils m’écœurent.",écœurer||verbe||Able_1
se débrouiller,verbe pronominal,Able_1,['débrouillard'],"...comme on fait son lit on se couche, qu’elle se débrouille avec eux maintenant...",se débrouiller||verbe pronominal||Able_1
craindre,verbe,Able_1,['craintif'],"Danièle G. avoue avoir toujours craint la fraise du dentiste, c’était également l’occasion de les rassurer...",craindre||verbe||Able_1
réaction,nom,Able_1,['réactif'],"Du point de vue technique, les réactions de polycondensation sont le plus généralement effectuées en masse sur le réactif...",réaction||nom||Able_1
autorité,nom,Able_1,['autoritaire'],"...révélée, en la personne de son chef, dont l’autorité s’étend sur tout le territoire national.",autorité||nom||Able_1
avoir ses limites,locution verbale,Able_1,['limité'],"L’analogie a ses limites : Bouquins, quand on l’effeuille lourdement, émet un brave bruit de bouse bovine...",avoir ses limites||locution verbale||Able_1
rire,verbe,Able_1,['rieur'],"...de roulotte, aller de ville en ville, faire rire les enfants, et dormir jusqu’au lendemain.",rire||verbe||Able_1
compensation,nom,Able_1,['compensatoire'],"Par compensation, et de leur propre initiative, nos moniteurs nous laissaient barboter dans une...",compensation||nom||Able_1
pleurer,verbe,Able_1,['pleureur'],"...l’entends, j’ai à la fois envie de rire et de pleurer.",pleurer||verbe||Able_1
appauvrir,verbe,Able_1,['appauvrissant'],"...quelques trafiquants) mais ils ont contribué à appauvrir travailleurs, rentiers et retraités. Pourtant, d’autres pays nous donnent un...",appauvrir||verbe||Able_1
convaincre,verbe,Able_1,['convaincant'],"...courir après les élus, la population, pour les convaincre de les aider à organiser une course de côte.",convaincre||verbe||Able_1
colère,nom,Able_1,"['coléreux', 'colérique']",Un jour dans le car une grand-mère en colère a donné des coups de canne ou de parapluie à un petit copain.,colère||nom||Able_1
éruption,nom,Able_1,['éruptif'],"L’éruption d’un volcan dévaste une ville. Coupée en deux par un fleuve de lave, elle voit...",éruption||nom||Able_1
amuser,verbe,Able_1,['amusant'],"...dessinée, la moto... Tous ces trucs qui les amusent.",amuser||verbe||Able_1
inspirer,verbe,Able_1,['inspirant'],"Ils inspirèrent à Sartre une farce, Nékrassov. Elle n’était pas terminée quand Jean Meyer commença...",inspirer||verbe||Able_1
mourir,verbe,Able_1,['mortel'],...avait dressé une liste peu de temps avant de mourir.,mourir||verbe||Able_1
créer,verbe,Able_1,['créatif'],"Depuis, Daniel avait créé un site de vente aux enchères en ligne qui, aux dires de Denis, marchait du...",créer||verbe||Able_1
entreprendre,verbe,Able_1,['entreprenant'],"...France, voilà Pancho embarqué pour Cuba, afin d’entreprendre un nouveau cycle d’études.",entreprendre||verbe||Able_1
coopérer,verbe,Able_1,['coopératif'],"...lancer, grimper, sauter, ramper, s’équilibrer, coopérer sous l’œil des maîtresses et d’une bonne vingtaine de parents.",coopérer||verbe||Able_1
bagarre,nom,Able_1,['bagarreur'],"...nous, mais cela se terminait toujours par une bagarre.",bagarre||nom||Able_1
malade,adjectif,Able_1,['maladif'],"...s’en fout, de tes histoires de vieille mère malade, du balai ! »), déjà remplacés.",malade||adjectif||Able_1
coopération,nom,Able_1,['coopératif'],"...recherche pas une grande guerre, elle veut une coopération des forces qui obligeront les États-Unis à abandonner leur politique agressive,...",coopération||nom||Able_1
pécher,verbe,Able_1,['peccable'],"« Si tu vois ton frère en train de pécher, jette sur ses épaules le manteau de ton amour. »",pécher||verbe||Able_1
angoisse,nom,Able_1,['angoissé'],"...moralement. Et ce, pour deux raisons. L’une est l’angoisse qui le hante à l’idée de ne plus pouvoir jouer du piano — ou du synthé. L’autre...",angoisse||nom||Able_1
dormir,verbe,Able_1,['somnolent'],J’ai hâte d’être au lit et de dormir.,dormir||verbe||Able_1
cogner,verbe,Able_1,['cogneur'],"— Le type qui t’a cogné, tu le connais ? — Le connaître ! Jamais vu de ma vie... Le blessé mâche avec...",cogner||verbe||Able_1
calcul,nom,Able_1,['calculateur'],"...charmant visage, de sa tendresse offerte sans calcul, sans méfiance, je me sens plus troublée que devant n’importe quelle femme,...",calcul||nom||Able_1
sommeil,nom,Able_1,['somnolent'],"...tout seul peut-être, pendant la nuit et le sommeil lourd des passagers.",sommeil||nom||Able_1
anxiété,nom,Able_1,['anxieux'],"...soins peuvent ressentir de l’embarras, de l’anxiété, de la colère ou de l’impuissance lorsqu’un acte de violence est commis. Les...",anxiété||nom||Able_1
avantager,verbe,Able_1,['avantageux'],...apportant des pièges et des finesses destinés à l’avantager lui-même en déconcertant l’adversaire.,avantager||verbe||Able_1
alarmer,verbe,Able_1,['alarmant'],...gares du métro une affiche idiote qui ne peut alarmer que les mioches de 5 à 6 ans ou les simples d’esprit.,alarmer||verbe||Able_1
bavarder,verbe,Able_1,['bavard'],"...nous réunissions pour jouer aux cartes et pour bavarder ; en été, nous nous retrouvions le samedi matin sur un tennis découvert de la...",bavarder||verbe||Able_1
oublier,verbe,Able_1,['oublieux'],"...par sa démarche caractéristique et personne n’oubliera sa grande silhouette lorsqu’il circulait sur sa bicyclette, « au ralenti ».",oublier||verbe||Able_1
se soumettre,verbe pronominal,Able_1,['soumis'],...un déséquilibre relationnel où l’un des deux se soumet et où l’autre fait du chantage pour obtenir ce qu’il ou elle veut.,se soumettre||verbe pronominal||Able_1
risque,nom,Able_1,['risqué'],...de thons étant trop précieux pour courir des risques.,risque||nom||Able_1
s’épuiser,verbe pronominal,Able_1,['épuisable'],"...les campagnes, où les réserves de nourriture s’épuisent rapidement.",s’épuiser||verbe pronominal||Able_1
service,nom,Able_1,['serviable'],"Petits services rendus, confidences, tuyaux de première main ; même s’ils le sont de seconde,...",service||nom||Able_1
expliquer,verbe,Able_1,['explicatif'],"...question, signalons que la nouvelle théorie explique correctement l’extraction des électrons des métaux.",expliquer||verbe||Able_1
envahir,verbe,Able_1,['envahissant'],"Une exubérante glycine envahissait la façade, ses tentacules curieux rampaient dans l’ouverture de la fenêtre,...",envahir||verbe||Able_1
voler,verbe,Able_1,['volant'],"Trois hydravions passent lourdement, volant vers le nord.",voler||verbe||Able_1
désobéir,verbe,Able_1,['désobéissant'],"...copains, les occasions de bêtises sont rares, désobéir à ma mère inimaginable, et il n’y a guère que le chat Bilzig, avec lequel j’entretiens...",désobéir||verbe||Able_1
rigoler,verbe,Able_1,['rigoleur'],...le meunier debout sur l’étroite plate-forme rigole avec une femme qui attend en bas ses sacs de grain changé en farine.,rigoler||verbe||Able_1
portugais,nom,Able_1,['lusophone'],"...charmante, une Française parlant parfaitement le portugais.",portugais||nom||Able_1
se suicider,verbe pronominal,Able_1,['suicidaire'],"...ses quatre enfants ne manque que Linda, qui s’est suicidée l’année précédente. Le jumeau de Linda, Christian, est chargé par le patriarche...",se suicider||verbe pronominal||Able_1
flamber,verbe,Able_1,['inflammable'],"En levant les yeux au ciel, je vois flamber des drapeaux rouges entre les sept lettres de CITROËN puis découvre un mannequin...",flamber||verbe||Able_1
ruse,nom,Able_1,['rusé'],Voici la ruse qu’emploie la défense pour faire croire aux jurés que la police a fait à Karayan...,ruse||nom||Able_1
s’entêter,verbe pronominal,Able_1,"['têtu', 'entêté']",Mes frusques elle s’entêtait à les repasser impec comme si elles venaient de sortir de Géant Casino.,s’entêter||verbe pronominal||Able_1
fabuler,verbe,Able_1,['fabulateur'],"...locale, la radio — puissent tous exagérer, voire fabuler, à l’unisson...",fabuler||verbe||Able_1
conserver,verbe,Able_1,['conservateur'],"...d’expédition, avec des préservatifs de térébenthine qui conservent fraîches lèvres, paupières, narines et cornes délicates, farcies de noix vomique...",conserver||verbe||Able_1
incendie,nom,Able_1,['incendiaire'],"En te penchant à la fenêtre, tu dois voir l’incendie. C’est un acte criminel. Il faut que j’attrape le petit connard qui a fait cela.",incendie||nom||Able_1
voleur,nom,Able_1,['voleur'],"...impressionnées, les traces de fracture. Les voleurs ont découpé le volet de la cuisine et cassé une vitre.",voleur||nom||Able_1
crainte,nom,Able_1,['craintif'],"Je les suivis sans crainte, bien persuadée qu’après une bonne remontrance nous serions relâchées.",crainte||nom||Able_1
tolérer,verbe,Able_1,['tolérant'],"...de sécurité avant et après le bain, à ne pas tolérer que les élèves courent sur les plages et ne se livrent à aucune autre activité...",tolérer||verbe||Able_1
accélérer,verbe,Able_1,['accélérateur'],...glissades dont nous cherchons par tous les moyens à accélérer la vitesse.,accélérer||verbe||Able_1
agresser,verbe,Able_1,['agressif'],"Deux de mes amis, hétéros, se sont fait agresser tandis qu’ils s’embrassaient pour se dire au revoir. On les a traités de pédales....",agresser||verbe||Able_1
changer,verbe,Able_1,['changeant'],"...c’est sans contredit son accélération. Le monde change, il change vite, et surtout il change de plus en plus vite.",changer||verbe||Able_1
soupçonner,verbe,Able_1,['soupçonneux'],...ont été volées dans le quartier et la police soupçonne la bande qu’il fréquente.,soupçonner||verbe||Able_1
rudoyer,verbe,Able_1,['rude'],"...l’imagine s’énervant sans excès contre elle, la rudoyant un peu dans le but de l’endurcir, exaspéré par ses petits propos sucrés, ses...",rudoyer||verbe||Able_1
travailler,verbe,Able_1,"['bosseur', 'travailleur']",Je pars en Inde cet été pour travailler sur un projet de tee-shirts en coton bio. C’est passionnant. Et ça va exploser...,travailler||verbe||Able_1
permettre,verbe,Able_1,['permissif'],"Tout récemment, elle a permis à quatre personnes touchant le RMI de participer à un stage de rempaillage et...",permettre||verbe||Able_1
rouler,verbe,Able_1,['roulant'],"La porte du four s’ouvrit, le cercueil roula, la porte se referma et... Pfffouuuff... Paulette se consuma une dernière fois...",rouler||verbe||Able_1
caprice,nom,Able_1,['capricieux'],"...du repos, et toute la maison se pliait à ses caprices de convalescente.",caprice||nom||Able_1
fonctionner,verbe,Able_1,['fonctionnel'],"...bacs de l’aquarium, l’ondo-pompe F. Cattaneo fonctionna pendant une dizaine d’années mais finit par être disloquée sous les chocs répétés...",fonctionner||verbe||Able_1
obéir,verbe,Able_1,['obéissant'],...avait simplement appris à marcher au pas et à obéir sans discuter les ordres.,obéir||verbe||Able_1
s’évaporer,verbe pronominal,Able_1,['évaporable'],"...expliqué que « le kérosène est un produit qui s’évapore assez rapidement, qui est presque biodégradable... » Les fortes intempéries...",s’évaporer||verbe pronominal||Able_1
espagnol,nom,Able_1,['hispanophone'],...au-dessus de sa tête tout en l’injuriant en espagnol plus qu’en français.,espagnol||nom||Able_1
administrer,verbe,Able_2,['administrable'],"Par contre, on lui administrait des calmants. Il n’était pas dépressif, mais très, très angoissé.",administrer||verbe||Able_2
louer,verbe,Able_2,"['louable', 'locatif']","...meilleurs amis, « les Paul » qui venaient de louer une maison de pêcheur et une barque à moteur à Port-Manech.",louer||verbe||Able_2
déplacer,verbe,Able_2,['déplaçable'],"Laura déplace les coussins, ouvre les tiroirs, comme une folle. — Tu cherches quoi à la fin ?...",déplacer||verbe||Able_2
toucher,verbe,Able_2,['touchable'],"J’ai hâte de voir ma mère, lui parler, toucher sa main, entendre sa voix de douceur, qui m’a tant manqué. Nous roulons sur...",toucher||verbe||Able_2
transformer,verbe,Able_2,['transformable'],"...mon quartier. Ensemble, les pionniers, nous avons transformé un simple pâturage en un lieu habité, notre bout de cité.",transformer||verbe||Able_2
réparer,verbe,Able_2,['réparable'],"...mécanicien, tête dans le capot, continuait à réparer.",réparer||verbe||Able_2
somme,nom,Able_2,['sommable'],Il travaille à une somme de fractions sur laquelle les plus grands mathématiciens du monde se penchent...,somme||nom||Able_2
utiliser,verbe,Able_2,['utilisable'],"...couteau de poche à plusieurs lames. On pouvait l’utiliser pour pique-niquer, déplier la lame, l’ouvre-boîte, la lime, la petite scie,...",utiliser||verbe||Able_2
contester,verbe,Able_2,['contestable'],...dossier ait été déclaré irrecevable et qu’ils contestent cette décision.,contester||verbe||Able_2
déplier,verbe,Able_2,"['dépliant', 'dépliable']","...dans une toile cirée noire qu’il venait de déplier, une lettre, un menu paquet, quelques papiers multicolores, verts, roses, des...",déplier||verbe||Able_2
contestation,nom,Able_2,['contestable'],"Quand il y a contestation d’une décision, les magistrats doivent dire le droit comme l’a voulu le législateur.",contestation||nom||Able_2
qualifier,verbe,Able_2,['qualifiable'],"...peine de mort, il y a des méthodes que certains qualifient de « barbares » : la lapidation, la pendaison ou la guillotine. Mais pour le...",qualifier||verbe||Able_2
facture,nom,Able_2,['facturable'],"...achats de nourriture, les frais ménagers, les factures de gaz et d’électricité sont réglés en commun.",facture||nom||Able_2
extraire,verbe,Able_2,['extractible'],"...avec Alessandro, il m’est arrivé de l’aider à extraire une balle du poumon ou du ventre d’un blessé.",extraire||verbe||Able_2
boire,verbe,Able_2,['buvable'],"On me fait boire du vin mousseux, on m’enfourne dans la bouche des anchois ou des œufs de poisson...",boire||verbe||Able_2
s’appauvrir,verbe pronominal,Able_2,['appauvrissant'],"Combien de riches se sont appauvris promptement avant d’être ruinés par Saïd l’usurier, que tout le monde respecte,...",s’appauvrir||verbe pronominal||Able_2
scier,verbe,Able_2,['sciable'],"...partageait son temps entre le hangar où il sciait et fendait le bois tiré de l’élagage, et le jardin où il commençait le nettoyage...",scier||verbe||Able_2
digérer,verbe,Able_2,['digérable'],"...biberons avec du lait végétal, la petite ne digérait pas encore bien le lait en poudre.",digérer||verbe||Able_2
diviser,verbe,Able_2,['divisible'],"Machinalement, je divise tout en deux, une partie pour moi, une partie pour qui ? Denis ?",diviser||verbe||Able_2
déformer,verbe,Able_2,['déformable'],"...maladie atteint le pistil, ronge les pétales, déforme la tige jusqu’à ce qu’elle s’atrophie et qu’il ne reste plus que le souvenir...",déformer||verbe||Able_2
gouverner,verbe,Able_2,['gouvernable'],...pour s’enrichir et s’est montrée indigne de gouverner le pays.,gouverner||verbe||Able_2
prolonger,verbe,Able_2,['prolongeable'],...douzaine de coloris pétulants donnent envie de prolonger la nuit.,prolonger||verbe||Able_2
peur,nom,Able_2,"['effrayant', 'épeurant']","...la belle-mère du ministre. Tout le monde a peur des belles-mères de ministres, y compris les ministres. Cela marche formidablement...",peur||nom||Able_2
solution,nom,Able_2,['soluble'],Il va absolument falloir que je trouve une solution pour caser ces bouquins. Après tout le mal que je me suis donné pour les emmener...,solution||nom||Able_2
élire,verbe,Able_2,['éligible'],"...entreprendre dans un proche avenir, le bureau a élu son nouveau président : Alain B.",élire||verbe||Able_2
classer,verbe,Able_2,['classable'],"...sa mère, et les paysans autour d’eux, Alexis classait les animaux en trois catégories : les nuisibles (qu’on tue), les comestibles...",classer||verbe||Able_2
atteindre,verbe,Able_2,['atteignable'],"S’ils réussissaient à atteindre la frontière tunisienne, il serait essentiel que nous y soyons avec eux, ayant,...",atteindre||verbe||Able_2
exécuter,verbe,Able_2,['exécutable'],"...suis étonnée de la facilité avec laquelle j’ai exécuté la première partie de mon plan, bien improvisé cependant.",exécuter||verbe||Able_2
laver,verbe,Able_2,['lavable'],"...corvée de dortoir avec Sonia. Il s’agit de laver le dortoir avec un seau d’eau, un balai brosse et une serpillière. Nous nous...",laver||verbe||Able_2
anxiété,nom,Able_2,['anxiogène'],"...soins peuvent ressentir de l’embarras, de l’anxiété, de la colère ou de l’impuissance lorsqu’un acte de violence est commis. Les...",anxiété||nom||Able_2
cultiver,verbe,Able_2,['cultivable'],"...les hommes se disséminèrent, s’avisèrent de cultiver certaines plantes, de domestiquer certains animaux.",cultiver||verbe||Able_2
exploiter,verbe,Able_2,['exploitable'],"...désormais d’être employée à plein temps : il exploite à grande échelle des champs pétrolifères en Roumanie. Lucratif commerce, grosse...",exploiter||verbe||Able_2
mesurer,verbe,Able_2,['mesurable'],"...en hiver ? Cependant que vous répondiez, il mesurait la longueur de vos jambes, votre taille, la longueur de vos avant-bras, la taille...",mesurer||verbe||Able_2
voler,verbe,Able_2,['volable'],"À 10 ans, avec deux copines, elle avait volé des friandises chez l’épicier d’en face et s’en était vantée au dîner. Son père...",voler||verbe||Able_2
proposer,verbe,Able_2,['proposable'],"Par souci d’efficacité encore, Olivier Ramon propose de prendre contact avec un universitaire qui préparerait un DESS ou un DEA :...",proposer||verbe||Able_2
tempête,nom,Able_2,['exposé'],"...descendîmes du car à Monestier, il y avait une tempête de neige.",tempête||nom||Able_2
déduire,verbe,Able_2,['déductible'],...300 euros par jour - une somme dont il faut déduire le prélèvement de l’Etat.,déduire||verbe||Able_2
s’amuser,verbe pronominal,Able_2,['amusant'],"André a souri. Il s’amusait à l’idée que, bien après sa mort, un jeune universitaire désireux d’écrire une...",s’amuser||verbe pronominal||Able_2
boucher,verbe,Able_2,['bouchable'],...confectionne une espèce d’enduit qui me sert à boucher la coupure.,boucher||verbe||Able_2
ajuster,verbe,Able_2,['ajustable'],...qu’il avait achetées et mis du temps à bien ajuster mon sac à dos contre mes épaules ; puis je pris mes bâtons de ski et me tournai...,ajuster||verbe||Able_2
calcul,nom,Able_2,['calculable'],"...produits exige des dosages et des pesées, des calculs minutieux pour obtenir la ration énergétique souhaitable, en un mot beaucoup...",calcul||nom||Able_2
mourir,verbe,Able_2,['mortel'],...avait dressé une liste peu de temps avant de mourir.,mourir||verbe||Able_2
compensation,nom,Able_2,['compensable'],"Par compensation, et de leur propre initiative, nos moniteurs nous laissaient barboter dans une...",compensation||nom||Able_2
définir,verbe,Able_2,['définissable'],"...ce truc indéfinissable que l’on s’efforce de définir ; on n’y parvient pas, alors cela occupe. Le but des GAFFES n’est pas d’opérer...",définir||verbe||Able_2
plier,verbe,Able_2,"['pliable', 'pliant']","...ou moins monstrueux, sur des feuilles qu’on plie de façon à ce que l’un ne voie pas ce qu’a dessiné l’autre.",plier||verbe||Able_2
consommation,nom,Able_2,['consommable'],"Peuvent-elles ignorer que si leur consommation de cigarettes, en forte croissance ces dernières décennies, ne baisse pas de...",consommation||nom||Able_2
comparer,verbe,Able_2,['comparable'],"...début de leur mariage, Laura l’avait comparé à l’acteur américain.",comparer||verbe||Able_2
loger,verbe,Able_2,['logeable'],"Nous logions dans un immeuble en construction loin de la mer, ma sœur était au lit avec une...",loger||verbe||Able_2
attraper,verbe,Able_2,['attrapable'],"Tous les quatre m’attrapent par les bras, les jambes, me ceinturent brusquement, me jetant avec force dans...",attraper||verbe||Able_2
partager,verbe,Able_2,['partageable'],...risqué. Il résolut la difficulté ainsi : il partagea les mille pages en 100 paquets de dix pages qu’il mit chacun dans une enveloppe.,partager||verbe||Able_2
démonter,verbe,Able_2,['démontable'],"Ils jouent à des jeux raisonnables : à démonter la culasse de leur fusil, à polir avec un chiffon les fines pièces du mécanisme ;...",démonter||verbe||Able_2
prévoir,verbe,Able_2,['prévisible'],"...lendemain, alors que les journaux du monde entier prévoyaient la catastrophe imminente, le malade commença à se mieux porter...",prévoir||verbe||Able_2
inonder,verbe,Able_2,['inondable'],"Géante, harmonieuse malgré les eaux qui inondaient ses avenues, une ville fantôme émergeait sous notre regard...",inonder||verbe||Able_2
arracher,verbe,Able_2,['arrachable'],"...mon assiette. — Non, plus une miette. Arrache une poignée d’herbe et fais-en un bouchon. »",arracher||verbe||Able_2
prononcer,verbe,Able_2,['prononçable'],"...« mon nouvel ami s’appelle comme vous », et il prononça mon prénom.",prononcer||verbe||Able_2
vérifier,verbe,Able_2,['vérifiable'],"...sauter, qui sont les moniteurs, les largueurs, vérifient si les sangles automatiques d’ouverture et les parachutes sont corrects.",vérifier||verbe||Able_2
cafard,nom,Able_2,['cafardeux'],"...indigestion, mal de crâne, mal au dos, fébrilité, cafard, dépression, chagrin, colère, courbature, virus de tout poil, je m’enferme dans...",cafard||nom||Able_2
agacement,nom,Able_2,['agaçant'],"Son agacement s’accroît lorsque Perrin s’accroche à de petits détails, change un pan d’étoffe...",agacement||nom||Able_2
éduquer,verbe,Able_2,['éducable'],"...principe d’éducation, et Papa dit aussi qu’on éduque ses enfants pour les rendre capables de se passer des parents.",éduquer||verbe||Able_2
